seed,pattern,structure,pattern_length,first_occurrence_step,num_occurrences,occurrence_positions,example_1,example_2,example_3
235,motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_6,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→B→B→D,21,0,2,"[0, 72]",motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_6,motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_1,
236,motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_2→motive_2→motive_4,A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→H→H→A→A→C,21,4,2,"[4, 224]",motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_2→motive_2→motive_4,motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_8,
237,motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_8,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→C→C→D,21,12,3,"[12, 20, 34]",motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_8,motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_4,motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_4
238,motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_8,A→A→B→B→C→C→D→D→A→A→E→E→B→B→F→F→D→D→A→A→C,21,6,2,"[6, 224]",motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_8,motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_7,
239,motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_4,A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→F→F→C,21,20,2,"[20, 118]",motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_4,motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_3,
240,motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_8,A→A→B→B→C→C→D→D→E→E→B→B→F→F→G→G→H→H→C→C→D,21,4,2,"[4, 106]",motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_8,motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_1,
241,motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_5,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→D→D→A,21,0,3,"[0, 44, 64]",motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_5,motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_2,motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_2
242,motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_8,A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→B→B→G→G→A,21,12,2,"[12, 174]",motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_8,motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_5,
243,motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_6,A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→G→G→H,21,24,3,"[24, 138, 232]",motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_6,motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_6,motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_6
244,motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_5→motive_5→motive_2,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→D→D→C,21,38,2,"[38, 130]",motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_5→motive_5→motive_2,motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_6,
245,motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_5,A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→D→D→C→C→E,21,30,3,"[30, 70, 330]",motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_5,motive_5→motive_5→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_4,motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_1→motive_1→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_6
246,motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_8,A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→E→E→F→F→G,21,0,2,"[0, 160]",motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_8,motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_4,
247,motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_3,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→A→A→C,21,22,3,"[22, 198, 260]",motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_3,motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_4,motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_4
248,motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_5,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→D→D→E,21,18,3,"[18, 156, 176]",motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_5,motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_7,motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_8
249,motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_8,A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→E→E→F,21,0,2,"[0, 84]",motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_8,motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_4→motive_4→motive_2,
250,motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_3,A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→C→C→H→H→A,21,30,2,"[30, 238]",motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_3,motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_5→motive_5→motive_6,
251,motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_7→motive_7→motive_6,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→D→D→C→C→B,21,84,2,"[84, 200]",motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_7→motive_7→motive_6,motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_6→motive_6→motive_7,
252,motive_2→motive_2→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_5,A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→D→D→E,21,2,2,"[2, 26]",motive_2→motive_2→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_5,motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_1→motive_1→motive_6,
253,motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_5,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→C→C→A,21,6,2,"[6, 216]",motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_5,motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_5,
254,motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_7→motive_7→motive_4,A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→C→C→D,21,0,5,"[0, 34, 108, 220, 238]",motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_7→motive_7→motive_4,motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_3,motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_2
255,motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_3,A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→A→A→D→D→E,21,14,2,"[14, 64]",motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_3,motive_4→motive_4→motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_5,
256,motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_7,A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→B→B→A,21,2,4,"[2, 136, 168, 238]",motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_7,motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_1→motive_1→motive_2→motive_2→motive_7,motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_7
257,motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_3,A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→C→C→A→A→B,21,16,3,"[16, 162, 308]",motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_3,motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_3,motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_3
258,motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_6,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→B→B→F,21,0,3,"[0, 86, 186]",motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_6,motive_3→motive_3→motive_4→motive_4→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_6,motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_4
259,motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_3,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→D→D→A→A→E,21,0,2,"[0, 144]",motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_3,motive_5→motive_5→motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_2,
260,motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_1,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→A→A→D,21,0,2,"[0, 32]",motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_1,motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_4,
261,motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_3,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→C→C→D,21,16,2,"[16, 270]",motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_3,motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_3,
262,motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_7,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→B→B→C,21,0,9,"[0, 84, 86, 200, 202, 204, 236, 238, 240]",motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_7,motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_2,motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_1
263,motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_4,A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→E→E→D,21,0,2,"[0, 52]",motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_4,motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_4,
264,motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_2,A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→G→G→H,21,20,2,"[20, 32]",motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_2,motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_1,
265,motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_8,A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→E→E→C→C→D,21,54,2,"[54, 172]",motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_8,motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_4→motive_4→motive_7,
266,motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_1,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→A→A→C,21,30,2,"[30, 118]",motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_1,motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_3,
267,motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_1,A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→H→H→C,21,32,2,"[32, 70]",motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_1,motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_7,
